Timestamp, CPU%, MEM%
2024-05-17 11:13:42, 90976, 66.7
2024-05-17 11:13:45, 482124, 100.0
2024-05-17 11:13:48, 2030784, 100.0
2024-05-17 11:13:51, 2030784, 92.3
2024-05-17 11:13:55, 2030784, 100.0
2024-05-17 11:13:58, 2030784, 100.0
2024-05-17 11:14:01, 2030784, 100.0
2024-05-17 11:14:05, 2030784, 100.0
2024-05-17 11:14:08, 2030784, 91.7
2024-05-17 11:14:11, 2030784, 100.0
2024-05-17 11:14:14, 2030784, 100.0
2024-05-17 11:14:18, 2030784, 84.6
2024-05-17 11:14:21, 2030784, 100.0
2024-05-17 11:14:24, 2030784, 100.0
2024-05-17 11:14:27, 2030784, 100.0
2024-05-17 11:14:31, 2030784, 108.3
2024-05-17 11:14:34, 2030784, 92.3
2024-05-17 11:14:37, 2774808, 109.1
2024-05-17 11:14:40, 3518832, 100.0
2024-05-17 11:14:44, 4263104, 100.0
2024-05-17 11:14:47, 4281124, 100.0
2024-05-17 11:14:50, 4643220, 100.0
2024-05-17 11:14:53, 16.0g, 108.3
2024-05-17 11:14:57, 16.4g, 91.7
2024-05-17 11:15:00, 16.8g, 100.0
2024-05-17 11:15:03, 17.5g, 100.0
2024-05-17 11:15:06, 17.9g, 108.3
2024-05-17 11:15:10, 18.6g, 100.0
2024-05-17 11:15:13, 19.1g, 100.0
2024-05-17 11:15:16, 16.7g, 100.0
2024-05-17 11:15:20, 17.1g, 108.3
2024-05-17 11:15:23, 17.7g, 100.0
2024-05-17 11:15:26, 18.2g, 108.3
2024-05-17 11:15:29, 18.9g, 100.0
2024-05-17 11:15:33, 16.8g, 100.0
2024-05-17 11:15:36, 17.2g, 100.0
2024-05-17 11:15:39, 17.8g, 92.3
2024-05-17 11:15:42, 18.3g, 108.3
2024-05-17 11:15:46, 19.1g, 92.3
2024-05-17 11:15:49, 16.9g, 100.0
2024-05-17 11:15:52, 17.2g, 100.0
2024-05-17 11:15:55, 17.6g, 92.3
2024-05-17 11:15:59, 18.3g, 100.0
2024-05-17 11:16:02, 18.7g, 108.3
2024-05-17 11:16:05, 19.3g, 108.3
2024-05-17 11:16:08, 19.9g, 92.3
2024-05-17 11:16:12, 20.4g, 92.3
2024-05-17 11:16:15, 21.0g, 100.0
2024-05-17 11:16:18, 21.6g, 92.3
2024-05-17 11:16:22, 23.7g, 108.3
2024-05-17 11:16:25, 23.7g, 100.0
2024-05-17 11:16:28, 23.7g, 100.0
2024-05-17 11:16:31, 26.1g, 100.0
2024-05-17 11:16:35, 26.1g, 100.0
2024-05-17 11:16:38, 27.2g, 100.0
2024-05-17 11:16:41, 30.1g, 100.0
2024-05-17 11:16:44, 29.0g, 100.0
2024-05-17 11:16:48, 29.0g, 108.3
2024-05-17 11:16:51, 29.0g, 100.0
2024-05-17 11:16:54, 29.0g, 100.0
2024-05-17 11:16:57, 31.1g, 100.0
2024-05-17 11:17:01, 38.8g, 100.0
2024-05-17 11:17:04, 38.8g, 100.0
2024-05-17 11:17:07, 38.8g, 100.0
2024-05-17 11:17:11, 38.8g, 100.0
2024-05-17 11:17:14, 38.8g, 100.0
2024-05-17 11:17:17, 38.8g, 100.0
2024-05-17 11:17:20, 38.8g, 100.0
2024-05-17 11:17:24, 38.8g, 100.0
2024-05-17 11:17:27, 38.8g, 100.0
2024-05-17 11:17:30, 38.8g, 108.3
2024-05-17 11:17:33, 38.8g, 84.6
2024-05-17 11:17:37, 38.8g, 100.0
2024-05-17 11:17:40, 38.8g, 100.0
2024-05-17 11:17:43, 38.8g, 108.3
2024-05-17 11:17:46, 38.8g, 100.0
2024-05-17 11:17:50, 38.8g, 91.7
2024-05-17 11:17:53, 38.8g, 91.7
2024-05-17 11:17:56, 40.6g, 84.6
2024-05-17 11:17:59, 43.1g, 91.7
2024-05-17 11:18:03, 44.2g, 92.3
2024-05-17 11:18:06, 44.2g, 100.0
2024-05-17 11:18:09, 44.2g, 100.0
2024-05-17 11:18:13, 44.2g, 100.0
2024-05-17 11:18:16, 44.2g, 108.3
2024-05-17 11:18:19, 44.2g, 100.0
2024-05-17 11:18:22, 44.2g, 92.3
2024-05-17 11:18:26, 44.2g, 100.0
2024-05-17 11:18:29, 44.2g, 92.3
2024-05-17 11:18:32, 44.2g, 100.0
2024-05-17 11:18:35, 44.2g, 100.0
2024-05-17 11:18:39, 44.2g, 92.3
2024-05-17 11:18:42, 44.2g, 100.0
2024-05-17 11:18:45, 44.2g, 100.0
2024-05-17 11:18:48, 44.2g, 100.0
2024-05-17 11:18:52, 44.2g, 100.0
2024-05-17 11:18:55, 44.2g, 92.3
2024-05-17 11:18:58, 44.2g, 108.3
2024-05-17 11:19:02, 44.2g, 108.3
2024-05-17 11:19:05, 41.0g, 92.3
2024-05-17 11:19:08, 41.0g, 108.3
2024-05-17 11:19:11, 41.0g, 100.0
2024-05-17 11:19:15, 41.0g, 92.3
2024-05-17 11:19:18, 41.0g, 92.3
2024-05-17 11:19:21, 41.0g, 100.0
2024-05-17 11:19:24, 41.0g, 108.3
2024-05-17 11:19:28, 41.0g, 100.0
2024-05-17 11:19:31, 41.0g, 92.3
2024-05-17 11:19:34, 41.0g, 100.0
2024-05-17 11:19:37, 41.0g, 100.0
2024-05-17 11:19:41, 41.0g, 92.3
2024-05-17 11:19:44, 41.0g, 108.3
2024-05-17 11:19:47, 41.0g, 100.0
2024-05-17 11:19:50, 41.0g, 92.3
2024-05-17 11:19:54, 41.0g, 100.0
2024-05-17 11:19:57, 41.0g, 100.0
2024-05-17 11:20:00, 41.0g, 100.0
2024-05-17 11:20:04, 41.5g, 100.0
2024-05-17 11:20:07, 41.5g, 100.0
2024-05-17 11:20:10, 41.5g, 100.0
2024-05-17 11:20:13, 41.5g, 100.0
2024-05-17 11:20:17, 41.5g, 100.0
2024-05-17 11:20:20, 41.5g, 100.0
2024-05-17 11:20:23, 41.5g, 100.0
2024-05-17 11:20:26, 41.5g, 100.0
2024-05-17 11:20:30, 41.5g, 92.3
2024-05-17 11:20:33, 41.5g, 100.0
2024-05-17 11:20:36, 41.5g, 100.0
2024-05-17 11:20:39, 41.5g, 92.3
2024-05-17 11:20:43, 41.5g, 100.0
2024-05-17 11:20:46, 41.5g, 92.3
2024-05-17 11:20:49, 41.5g, 100.0
2024-05-17 11:20:52, 41.5g, 100.0
2024-05-17 11:20:56, 41.5g, 92.3
2024-05-17 11:20:59, 41.5g, 100.0
2024-05-17 11:21:02, 41.5g, 108.3
2024-05-17 11:21:06, 41.5g, 92.3
2024-05-17 11:21:09, 41.5g, 100.0
2024-05-17 11:21:12, 41.5g, 100.0
2024-05-17 11:21:15, 41.5g, 100.0
2024-05-17 11:21:19, 41.5g, 100.0
2024-05-17 11:21:22, 41.5g, 100.0
2024-05-17 11:21:25, 41.5g, 100.0
2024-05-17 11:21:28, 41.5g, 92.3
