Timestamp, CPU%, MEM%
2024-06-13 15:09:18, 2039084, 152.9
2024-06-13 15:09:21, 2405148, 100.0
2024-06-13 15:09:24, 2583308, 94.1
2024-06-13 15:09:27, 5822808, 106.2
2024-06-13 15:09:30, 5822808, 94.1
2024-06-13 15:09:34, 5822808, 88.2
2024-06-13 15:09:37, 5822808, 88.2
2024-06-13 15:09:40, 5822808, 100.0
2024-06-13 15:09:43, 5822808, 94.1
2024-06-13 15:09:46, 5822808, 106.2
2024-06-13 15:09:50, 5822808, 100.0
2024-06-13 15:09:53, 5822808, 100.0
2024-06-13 15:09:56, 5822808, 106.2
2024-06-13 15:09:59, 5822808, 106.2
2024-06-13 15:10:02, 5822808, 106.2
2024-06-13 15:10:06, 5822808, 106.2
2024-06-13 15:10:09, 5822808, 100.0
2024-06-13 15:10:12, 5822808, 100.0
2024-06-13 15:10:15, 5822808, 100.0
2024-06-13 15:10:18, 5822808, 94.1
2024-06-13 15:10:22, 5822808, 100.0
2024-06-13 15:10:25, 5822808, 106.2
2024-06-13 15:10:28, 5822808, 94.1
2024-06-13 15:10:31, 5822808, 94.1
2024-06-13 15:10:34, 5822808, 88.2
2024-06-13 15:10:38, 5822808, 100.0
2024-06-13 15:10:41, 5822808, 94.1
2024-06-13 15:10:44, 5822808, 94.1
2024-06-13 15:10:47, 5822808, 100.0
2024-06-13 15:10:50, 5822808, 100.0
2024-06-13 15:10:54, 5822808, 94.1
2024-06-13 15:10:57, 5822808, 93.8
2024-06-13 15:11:00, 5822808, 100.0
2024-06-13 15:11:03, 5822808, 100.0
2024-06-13 15:11:06, 5822808, 100.0
2024-06-13 15:11:10, 5822808, 100.0
2024-06-13 15:11:13, 5822808, 94.1
2024-06-13 15:11:16, 5822808, 100.0
2024-06-13 15:11:19, 5822808, 100.0
2024-06-13 15:11:22, 5822808, 93.8
2024-06-13 15:11:26, 5822808, 94.1
2024-06-13 15:11:29, 5822808, 106.2
2024-06-13 15:11:32, 5822808, 100.0
2024-06-13 15:11:35, 5822808, 100.0
2024-06-13 15:11:38, 5822808, 100.0
2024-06-13 15:11:42, 7435304, 94.1
2024-06-13 15:11:45, 8241552, 94.1
2024-06-13 15:11:48, 9047800, 106.2
2024-06-13 15:11:51, 7435304, 100.0
2024-06-13 15:11:54, 9856176, 100.0
2024-06-13 15:11:58, 9856176, 94.1
2024-06-13 15:12:01, 10.2g, 94.1
2024-06-13 15:12:04, 9047796, 100.0
2024-06-13 15:12:07, 10.9g, 100.0
2024-06-13 15:12:10, 10.9g, 94.1
2024-06-13 15:12:14, 13.2g, 94.1
2024-06-13 15:12:17, 2802644, 106.2
2024-06-13 15:12:20, 2955376, 1506
2024-06-13 15:12:23, 2977440, 94.1
2024-06-13 15:12:27, 2977440, 0.0
